nl,code
from importlib import import_module into default name space.,from importlib import import_module
"if OSError exception is caught,",except OSError :
code is a string 'invalid'.,code = 'invalid'
"form is an instance of ManagementForm class, created with 3 arguments: self.data, auto_id as self.auto_id and prefix as self.prefix.","form = ManagementForm ( self . data , auto_id = self . auto_id , prefix = self . prefix )"
"join self.namespaces into a string separated with character ':', substitute it for self.namespace.",self . namespace = ':' . join ( self . namespaces )
define the method validate_key with self class instance and key as arguments.,"def validate_key ( self , key ) :"
substitute result for value under key key of self dictionary.,self [ key ] = result
"join elements of output into a string, return the result.",return '' . join ( output )
define the method close with argument self.,def close ( self ) :
substitute self.unparsed_entity_decl for parser.UnparsedEntityDeclHandler.,parser . UnparsedEntityDeclHandler = self . unparsed_entity_decl
"yield string ""#"" as the result.","yield ""#"""
return wrapper.,return wrapper
return FormSet.,return FormSet
code is a string 'invalid',code = 'invalid'
"get the value under the 'database' key of the options dictionary, use it as the key to get the value from the connections dictionary, substitute the result for connection.",connection = connections [ options [ 'database' ] ]
"call the method widget_attrs from the base class of the class CharField, with an argument widget, substitute the result for attrs.","attrs = super ( CharField , self ) . widget_attrs ( widget )"
substitute value under the PREV key of the root dictionary for last.,last = root [ PREV ]
define the function default with 2 arguments value and arg.,"def default ( value , arg ) :"
"while remaining is not equal to integer 0,",while remaining != 0 :
substitute error_class for self.error_class.,self . error_class = error_class
"_assertCountEqual is a strnig ""assertCountEqual"".","_assertCountEqual = ""assertCountEqual"""
define the method render with 2 arguments: self and context.,"def render ( self , context ) :"
call self.errors.,self . errors
derive class BaseCOnverter from object base class.,class BaseConverter ( object ) :
"try,",try :
exception_middleware is an empty list.,self . _exception_middleware = [ ]
"if field.rel has an 'to' attribute,","if hasattr ( field . rel , 'to' ) :"
return self._size.,return self . _size
define the function check_for_language with an argument lang_code.,def check_for_language ( lang_code ) :
return boolean True.,return True
substitute last element of bits for taglib.,taglib = bits [ - 1 ]
"if value is not an instance of list type,","if not isinstance ( value , list ) :"
from django.utils.translation import ugettext_lazy as _ and ungettext_lazy into default name space.,"from django . utils . translation import ugettext_lazy as _ , ungettext_lazy"
substitute conditions_nodelists for self.conditions_nodelists.,self . conditions_nodelists = conditions_nodelists
define the method __deepcopy__ with 2 arguments: self and memo.,"def __deepcopy__ ( self , memo ) :"
substitute complain for __delslice__.,__delslice__ = complain
"define the method check with 4 arguments: self, app_configs set to None, tags set to None, display_num_errors set to boolean False.","def check ( self , app_configs = None , tags = None , display_num_errors = False ) :"
"with one entry 'status_code' is integer 400, as arguments. call the http.HttpResponseBadRequest function, assign the result to the response.",response = http . HttpResponseBadRequest ( )
define the method prepare_value with arguments self and value.,"def prepare_value ( self , value ) :"
"call the method nodelist.render with an argument context, return the result.",return nodelist . render ( context )
from pprint import pformat into default name space.,from pprint import pformat
"get the value under the app_label key of the directory_created dictionary, if exists and it is false,","if not directory_created . get ( app_label , False ) :"
"if app_config.path is true,",if not app_config . path :
return _localtime.,return _localtime
"link is a list with 4 elements: last, root, key and result.","link = [ last , root , key , result ]"
return value under the key key of dictionary in last element of self.dicts.,return self . dicts [ - 1 ] [ key ]
delete entry under item key of self.dict dictionary.,del self . dict [ item ]
define the method __init__ with 2 arguments: self and timezone.,"def __init__ ( self , timezone ) :"
substitute self for result.parent.,result . parent = self
"if length of bits is not equalt to integer 2,",if len ( bits ) != 2 :
"substitute '%s' in string 'Cache key will cause errors if used with memcached: %s (longer than %s)' with key,","warnings . warn ( 'Cache key will cause errors if used with memcached: ' '%s (longer than %s)' % ( key , MEMCACHE_MAX_KEY_LENGTH ) , CacheKeyWarning )"
"if value is true,",if value :
from django.utils.encoding import force_st into default name space.,from django . utils . encoding import force_str
return self.parent_instance.,return self . parent_instance
return id_.,return id_
substitute self.html_initial_name for name.,name = self . html_initial_name
return value.,return value
return duplicate,return duplicate
define the method __dir__ with an argument self.,def __dir__ ( self ) :
close the process with an argument 1.,sys . exit ( 1 )
return plural_suffix.,return plural_suffix
define the method top with an argument self.,def top ( self ) :
"__all__ is a tuple, containing strings 'NamedTemporaryFile' and 'gettempdir'.","__all__ = ( 'NamedTemporaryFile' , 'gettempdir' , )"
"update a dictionary with an entry v converted to an integer for k, for every k and v in result of the function six.iteritems,","kw = dict ( ( k , int ( v ) ) for k , v in six . iteritems ( kw ) if v is not None )"
define the method as_text with an argument self.,def as_data ( self ) :
"define the method get with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
return lookup_view,return lookup_view
"if i is greater than or equal to the result of the method self.initial_form_count,",if i >= self . initial_form_count ( ) and not form . has_changed ( ) :
"called with string '__prefix__' as an argument and empty_permitted as boolean True, substitute the result for form. call the method self.add_fields with arguments form and None.","self . add_fields ( form , None )"
"if not,",else :
"call the function check_errors with argument main_func, substitute the result for wrapped_main_func.",wrapped_main_func = check_errors ( main_func )
"call the method os.path.splitext with an argument self.file, assign the result to _ and file_ext.","_ , file_ext = os . path . splitext ( self . file )"
substitute value for url.,url = value
"try,",try :
"FILTER_ARGUMENT_SEPARATOR, FILTER_SEPARATOR, SINGLE_BRACE_END, SINGLE_BRACE_START, TOKEN_BLOCK, TOKEN_COMMENT, TOKEN_TEXT, TOKEN_VAR, TRANSLATOR_COMMENT_MARK, UNKNOWN_SOURCE, VARIABLE_ATTRIBUTE_SEPARATOR, VARIABLE_TAG_END, VARIABLE_TAG_START, filter_re and tag_re. from django.template.base import ContextPopException, InvalidTemplateLibrary, TemplateDoesNotExist, TemplateEncodingError,","from django . template . base import ( ContextPopException , InvalidTemplateLibrary , TemplateDoesNotExist , TemplateEncodingError , TemplateSyntaxError , VariableDoesNotExist )"
